Company,Location,Type,Title,Description,Company_url,Company_logo,Latitude,Longitude
A & G GmbH,Bremen,Full Time,Softwareentwickler/in,"<h1>Wir sind Architekten einer digitalen Zukunft.</h1>
<p>##Wir suchen zum Einstieg ab dem 01.12.2018 oder 01.01.2019 in Vollzeit eine/n Softwareentwickler/in</p>
<p>Die A&amp;G GmbH hat sich Anfang 2017 mit einem ganz besonderen Anspruch
gegründet: Wir wollen Produkte bauen, die ein sicheres Fundament für eine
digitale Zukunft legen und die Welt nachhaltig besser machen. So haben wir
beispielsweise mit admin ein System auf den Markt gebracht, das papierloses
digitales Quittieren ermöglicht – und damit nicht nur die Ressourcen unserer
Umwelt schont, sondern auch den Alltag erleichtert.</p>
<p><strong>Aufgaben:</strong></p>
<ul>
<li>Unterstützung unseres IT-Teams und Mitwirkung an neuen Software-Lösungen</li>
<li>Konzeption, Umsetzung, Pflege und Weiterentwicklungen von Web Anwendungen
und Web-Services im Internet</li>
<li>Anforderungsanalyse, Entwicklung und Qualitätssicherung</li>
<li>Wartung/Administration der Webserver</li>
</ul>
<p><strong>Anforderungsprofil:</strong></p>
<p>Ein abgeschlossenes Studium der Informatik oder eine vergleichbare Ausbildung
mit entsprechendem Hintergrund sollte vorhanden sein, auch Quereinsteiger
sind willkommen! Sie sollten über umfangreiche Erfahrungen bei der
Entwicklung von Webanwendungen (Full Stack) und von REST APIs verfügen.
Zudem sollten Sie flüssig im Umgang mit Versionskontrollsystemen wie Git sein.</p>
<p>Sie verfügen über Kenntnisse agiler Methoden zur Softwareentwicklung und es
ist vorteilhaft, wenn Sie Erfahrung mit folgenden Technologien haben: C und
.NET Core für Webanwendungen, .NET Entity Framework, React/Redux, Typescript,
Webpack, MSSQL Server und/oder andere relationale Datenbankserver.</p>
<p>Wichtiger als vollständiges Wissen zu jeder einzelnen Technologie ist die Fähigkeit
zur schnellen Anpassung und Erweiterung der eigenen Kompetenzen. Die
Wahl der Technologien erfolgt bei uns pragmatisch, und bei zukünftigen Entscheidungen
werden Sie Einfluss darauf haben.</p>
<p>Sie sind motiviert und haben Mut und Ehrgeiz, neue Technologien der Zukunft
kennen zulernen, die Sie durch Eigeninitiative, Ihre strukturierte Arbeitsweise,
Ihrer Leistungsbereitschaft und Ihrem analytischen Denken unterstützen.
Weiterhin verfügen Sie über eine hohe Teamfähigkeit sowie soziale und kommunikative
Kompetenzen.</p>
<p><em>Sehr gute Deutschkenntnisse in Wort und Schrift setzen wir voraus.</em></p>
<p><strong>Sie sind falsch bei uns, wenn:</strong></p>
<ul>
<li>Sie sich nicht für ihre eigene Arbeit begeistern können und die Arbeit als Belastung
sehen</li>
<li>Sie die Individualität der einzelnen Teammitglieder nicht respektieren</li>
<li>Sie keinen Drang nach Wachstum besitzen</li>
<li>Sie die Arbeit nur als Mittel zum Leben betrachten und nicht als Teil des Lebens</li>
<li>Sie das eigene Wohl über das Wohl der Gemeinschaft stellen</li>
</ul>
<p><strong>Wir bieten:</strong></p>
<ul>
<li>Ein Team aus exzellenten und talentierten Mitarbeitern</li>
<li>Ein spannendes Projekt</li>
<li>Zahlreiche Herausforderungen an denen man wachsen kann</li>
<li>Eine wertschätzende Arbeitsatmosphäre</li>
<li>Eine steile Lernkurve</li>
<li>Einen modernen Arbeitsplatz in bester Lage , mit toller Verkehrsanbindung und</li>
<li>Einkaufsmöglichkeiten</li>
<li>Kalte Getränke und frisches Obst</li>
<li>monatliche gemeinsame und spannende Unternehmungen</li>
</ul>
<p><strong>Interessiert?</strong></p>
<p>Sollten Sie sich angesprochen fühlen und zu unserem Erfolg beitragen wollen,
freuen wir uns auf Ihre aussagekräftige Bewerbung einschließlich Ihres möglichen
Arbeitsbeginns per E-Mail an:</p>
<p>Frau Michelle Bourguignon
Wandschneiderstraße 4
28195 Bremen
+49 421 176 676 00</p>
<p><strong><a href=""mailto:michelle.bourguignon@aug-software.de"">michelle.bourguignon@aug-software.de</a></strong></p>
<p>##<a href=""https://ag-development.de/"">https://ag-development.de/</a></p>
",,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdlZYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eb5bb6828f83830f6eac7d05508e7cd4c81d1e2c/d8d2b3ae-daae-4bd0-b467-0c5e9135071c,33.7208676,-85.1456929
Clark Germany GmbH,remote,Full Time,,,,,38.4622865,-85.5427382
Clark Germany GmbH,remote,Full Time,,,,,38.4622865,-85.5427382
Clark Germany GmbH,remote,Full Time,,,,,38.4622865,-85.5427382
Clark Germany GmbH,remote,Full Time,,,,,38.4622865,-85.5427382
Clark Germany GmbH,remote,Full Time,,,,,38.4622865,-85.5427382
Clark Germany GmbH,remote,Full Time,,,,,38.4622865,-85.5427382
"BlueWave Security, Inc.","Austin, TX",Full Time,,,http://www.bluewavesecurity.com,,30.350869,-97.858238
"BlueWave Security, Inc.","Austin, TX",Full Time,Jr Programmer C C# SQL .NET,,http://www.bluewavesecurity.com,,30.350869,-97.858238
"BlueWave Security, Inc.","Austin, TX",Full Time,Jr Programmer C C# SQL .NET,"<p>Profitable and fast-growing company seeks a talented programmer to help build the next generation of IP-addressable access control solutions.</p>
<p>Our company is a pioneer in the field of end-to-end, IP-based physical access control solutions, which allow our customers to control access to their buildings, such as schools, hospitals, or other places of work. We bring access control out of the analog ages and into the internet of things! As a part of our small engineering team, you’ll have the opportunity to grow your skills in everything from application to full stack web development.</p>
<p><em>Required for this position</em></p>
<ul>
<li>BA/BS in Computer Science or Computer Engineering</li>
<li>Solid grasp of computer science fundamentals and best practices</li>
<li>Solid understanding of networking principles and protocols</li>
<li>3+ years professional experience designing, deploying and maintaining software</li>
<li>Key technologies: C#, Microsoft .NET, Microsoft SQL Server/T-SQL, C, Python</li>
<li>Comfortable developing software in both Windows and Linux environments</li>
<li>Work effectively both independently and as part of a team</li>
<li>Ability to communicate effectively to both technical and non-technical stakeholders</li>
</ul>
<p><em>Desired for this position</em></p>
<ul>
<li>Graduate degree or active progress in obtaining a graduate degree in Computer Science, Computer Engineering</li>
<li>Experience developing and maintaining web applications using a variety of technologies</li>
<li>Experience integrating software with hardware, writing firmware, or working hands-on with electronics</li>
<li>Experience deploying and maintaining servers, or other IT-related tasks</li>
</ul>
<p>The right candidate will be a quick learner, have excellent organizational and communication skills, and be comfortable working with a small team in a fast-paced environment. A ""get the job done"" attitude is essential.</p>
<p>We offer a competitive wage and medical benefits. This position is located at our engineering headquarters in north Austin.</p>
",http://www.bluewavesecurity.com,,30.350869,-97.858238
"BlueWave Security, Inc.","Austin, TX",Full Time,Jr Programmer C C# SQL .NET,"<p>Profitable and fast-growing company seeks a talented programmer to help build the next generation of IP-addressable access control solutions.</p>
<p>Our company is a pioneer in the field of end-to-end, IP-based physical access control solutions, which allow our customers to control access to their buildings, such as schools, hospitals, or other places of work. We bring access control out of the analog ages and into the internet of things! As a part of our small engineering team, you’ll have the opportunity to grow your skills in everything from application to full stack web development.</p>
<p><em>Required for this position</em></p>
<ul>
<li>BA/BS in Computer Science or Computer Engineering</li>
<li>Solid grasp of computer science fundamentals and best practices</li>
<li>Solid understanding of networking principles and protocols</li>
<li>3+ years professional experience designing, deploying and maintaining software</li>
<li>Key technologies: C#, Microsoft .NET, Microsoft SQL Server/T-SQL, C, Python</li>
<li>Comfortable developing software in both Windows and Linux environments</li>
<li>Work effectively both independently and as part of a team</li>
<li>Ability to communicate effectively to both technical and non-technical stakeholders</li>
</ul>
<p><em>Desired for this position</em></p>
<ul>
<li>Graduate degree or active progress in obtaining a graduate degree in Computer Science, Computer Engineering</li>
<li>Experience developing and maintaining web applications using a variety of technologies</li>
<li>Experience integrating software with hardware, writing firmware, or working hands-on with electronics</li>
<li>Experience deploying and maintaining servers, or other IT-related tasks</li>
</ul>
<p>The right candidate will be a quick learner, have excellent organizational and communication skills, and be comfortable working with a small team in a fast-paced environment. A ""get the job done"" attitude is essential.</p>
<p>We offer a competitive wage and medical benefits. This position is located at our engineering headquarters in north Austin.</p>
",http://www.bluewavesecurity.com,,30.350869,-97.858238
"BlueWave Security, Inc.","Austin, TX",Full Time,Jr Programmer C C# SQL .NET,"<p>Profitable and fast-growing company seeks a talented programmer to help build the next generation of IP-addressable access control solutions.</p>
<p>Our company is a pioneer in the field of end-to-end, IP-based physical access control solutions, which allow our customers to control access to their buildings, such as schools, hospitals, or other places of work. We bring access control out of the analog ages and into the internet of things! As a part of our small engineering team, you’ll have the opportunity to grow your skills in everything from application to full stack web development.</p>
<p><em>Required for this position</em></p>
<ul>
<li>BA/BS in Computer Science or Computer Engineering</li>
<li>Solid grasp of computer science fundamentals and best practices</li>
<li>Solid understanding of networking principles and protocols</li>
<li>3+ years professional experience designing, deploying and maintaining software</li>
<li>Key technologies: C#, Microsoft .NET, Microsoft SQL Server/T-SQL, C, Python</li>
<li>Comfortable developing software in both Windows and Linux environments</li>
<li>Work effectively both independently and as part of a team</li>
<li>Ability to communicate effectively to both technical and non-technical stakeholders</li>
</ul>
<p><em>Desired for this position</em></p>
<ul>
<li>Graduate degree or active progress in obtaining a graduate degree in Computer Science, Computer Engineering</li>
<li>Experience developing and maintaining web applications using a variety of technologies</li>
<li>Experience integrating software with hardware, writing firmware, or working hands-on with electronics</li>
<li>Experience deploying and maintaining servers, or other IT-related tasks</li>
</ul>
<p>The right candidate will be a quick learner, have excellent organizational and communication skills, and be comfortable working with a small team in a fast-paced environment. A ""get the job done"" attitude is essential.</p>
<p>We offer a competitive wage and medical benefits. This position is located at our engineering headquarters in north Austin.</p>
",http://www.bluewavesecurity.com,https://jobs.github.com/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdXhYIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c36d3fb2c4375db142b9b60c3de21c0d33d253a1/f1de9f1d-53fb-4bd0-8796-91b38f78929d,30.350869,-97.858238
Hello Design,"Los Angeles, CA",Full Time,,,https://www.hellodesign.com,,34.144629,-118.201266
Hello Design,"Los Angeles, CA",Full Time,Full Stack Developer,,https://www.hellodesign.com,,34.144629,-118.201266
Hello Design,"Los Angeles, CA",Full Time,Full Stack Developer,"<p>Hello is looking for a Full Stack Developer to help us make the future. Build award-winning interactive systems and collaborate with multi-disciplinary teams consisting of strategists, designers, and fellow programmers. We are looking for technologists who are passionate about their craft and have a drive for discovery and innovation.</p>
<p>Experience</p>
<ul>
<li>Can solve a problem in two ways</li>
<li>Quickly learn new languages and software</li>
<li>Master of the MVC and MVVC design pattern</li>
<li>Expert in PHP, Python, and/or Node.js</li>
<li>Experienced in schemaless databases such as Mongo, Couch, Dynamo</li>
<li>Can work with multiple content management systems and speak to their strategies, advantages, and disadvantages</li>
<li>Knowledgeable with caching systems such as Redis, Memcache</li>
<li>Familiar with AWS products such as EC2, ElastiCache, ECS, CloudFront, SQS, Elastic Transcoder, SNS</li>
<li>Have a working knowledge of JS Frameworks such as Backbone, Ember or AngularJS</li>
<li>Comfortable working in a Linux environment</li>
</ul>
<p>Attributes</p>
<ul>
<li>Detailed and organized</li>
<li>Excellent communicator, written an verbal</li>
<li>Able to manage multiple projects simultaneously</li>
<li>Responsible and capable of meeting tight deadlines</li>
<li>Enjoy working in a collaborative environment</li>
<li>Passion for quality design and innovation</li>
<li>A thirst for learning</li>
</ul>
<p>Hello is a creative agency driven to craft worthy experiences. We believe everything will be digital—surrounding us like the air we breathe. Our clients include Facebook, Nike, Tillamook, Sonos, Murad, and Supercell. Our work: hellodesign.com</p>
<p>We offer competitive salary, 100% employer paid health and dental, 401(k) match, paid vacation, holidays including winter break, gym discounts, fully stocked snack rack, freshly ground coffee, and really cute dogs</p>
",https://www.hellodesign.com,,34.144629,-118.201266
